Date,SKU,Category,Subcategory,Forecast_Units,Forecast_Revenue,Promotion,is_holiday
2026-01-16,SKU048,Kitchen,Rug,7.92,10926.04,0,0
2026-01-16,SKU049,Lighting,Organizer,24.08,125778.75,0,0
2026-01-16,SKU050,Storage,Sofa,6.75,5958.36,0,0
2026-01-17,SKU001,Furniture,Chair,15.12,55400.44,0,0
2026-01-17,SKU002,Home Decor,Table,10.12,38513.58,0,0
2026-01-17,SKU003,Kitchen,Cushion,5.67,45803.56,0,0
2026-01-17,SKU004,Lighting,Cookware,4.83,33141.38,0,0
2026-01-17,SKU005,Storage,Lamp,18.6,176573.89,0,0
2026-01-17,SKU006,Furniture,Shelf,7.34,59498.33,0,0
2026-01-17,SKU007,Home Decor,Cabinet,27.13,138745.26,0,0
2026-01-17,SKU008,Kitchen,Rug,18.48,181891.99,0,0
2026-01-17,SKU009,Lighting,Organizer,11.74,27435.09,0,0
2026-01-17,SKU010,Storage,Sofa,18.6,12340.36,0,0
2026-01-17,SKU011,Furniture,Chair,3.19,4608.15,0,0
2026-01-17,SKU012,Home Decor,Table,28.14,247051.47,0,0
2026-01-17,SKU013,Kitchen,Cushion,14.43,83084.77,0,0
2026-01-17,SKU014,Lighting,Cookware,21.78,49456.94,0,0
2026-01-17,SKU015,Storage,Lamp,4.45,27643.93,0,0
2026-01-17,SKU016,Furniture,Shelf,15.17,32870.66,0,0
2026-01-17,SKU017,Home Decor,Cabinet,15.28,129533.45,0,0
2026-01-17,SKU018,Kitchen,Rug,27.99,156055.73,0,0
2026-01-17,SKU019,Lighting,Organizer,18.14,87432.08,0,0
2026-01-17,SKU020,Storage,Sofa,15.12,58930.8,0,0
2026-01-17,SKU021,Furniture,Chair,8.5,65545.88,0,0
2026-01-17,SKU022,Home Decor,Table,11.12,51118.97,0,0
2026-01-17,SKU023,Kitchen,Cushion,16.78,23772.9,0,0
2026-01-17,SKU024,Lighting,Cookware,13.29,23508.28,0,0
2026-01-17,SKU025,Storage,Lamp,3.19,36870.05,0,0
2026-01-17,SKU026,Furniture,Shelf,24.33,266159.01,0,0
2026-01-17,SKU027,Home Decor,Cabinet,28.24,240508.78,0,0
2026-01-17,SKU028,Kitchen,Rug,5.13,17873.38,0,0
2026-01-17,SKU029,Lighting,Organizer,16.55,192682.55,0,0
2026-01-17,SKU030,Storage,Sofa,4.92,46412.87,0,0
2026-01-17,SKU031,Furniture,Chair,18.88,164556.76,0,0
2026-01-17,SKU032,Home Decor,Table,10.03,56294.28,0,0
2026-01-17,SKU033,Kitchen,Cushion,19.22,68384.76,0,0
2026-01-17,SKU034,Lighting,Cookware,20.55,31197.78,0,0
2026-01-17,SKU035,Storage,Lamp,23.06,250666.58,0,0
2026-01-17,SKU036,Furniture,Shelf,5.03,28605.61,0,0
2026-01-17,SKU037,Home Decor,Cabinet,27.53,75636.47,0,0
2026-01-17,SKU038,Kitchen,Rug,8.39,33132.95,0,0
2026-01-17,SKU039,Lighting,Organizer,3.35,23848.48,0,0
2026-01-17,SKU040,Storage,Sofa,16.19,39674.57,0,0
2026-01-17,SKU041,Furniture,Chair,11.84,122386.88,0,0
2026-01-17,SKU042,Home Decor,Table,26.67,245332.8,0,0
2026-01-17,SKU043,Kitchen,Cushion,25.34,221617.81,0,0
2026-01-17,SKU044,Lighting,Cookware,10.27,55584.12,0,0
2026-01-17,SKU045,Storage,Lamp,28.34,217559.95,0,0
2026-01-17,SKU046,Furniture,Shelf,9.42,67593.59,0,0
2026-01-17,SKU047,Home Decor,Cabinet,15.73,124868.2,0,0
2026-01-17,SKU048,Kitchen,Rug,8.44,11643.4,0,0
2026-01-17,SKU049,Lighting,Organizer,27.97,146097.66,0,0
2026-01-17,SKU050,Storage,Sofa,7.33,6470.34,0,0
2026-01-18,SKU001,Furniture,Chair,15.32,56133.25,0,0
2026-01-18,SKU002,Home Decor,Table,10.6,40340.31,0,0
2026-01-18,SKU003,Kitchen,Cushion,5.67,45803.56,0,0
2026-01-18,SKU004,Lighting,Cookware,4.9,33621.69,0,0
2026-01-18,SKU005,Storage,Lamp,18.68,177333.35,0,0
2026-01-18,SKU006,Furniture,Shelf,7.39,59903.64,0,0
2026-01-18,SKU007,Home Decor,Cabinet,27.69,141609.15,0,0
2026-01-18,SKU008,Kitchen,Rug,18.23,179431.33,0,0
2026-01-18,SKU009,Lighting,Organizer,11.74,27435.09,0,0
2026-01-18,SKU010,Storage,Sofa,18.76,12446.51,0,0
2026-01-18,SKU011,Furniture,Chair,3.19,4608.15,0,0
2026-01-18,SKU012,Home Decor,Table,28.45,249773.08,0,0
2026-01-18,SKU013,Kitchen,Cushion,14.19,81702.9,0,0
2026-01-18,SKU014,Lighting,Cookware,22.03,50024.62,0,0
2026-01-18,SKU015,Storage,Lamp,4.41,27395.45,0,0
2026-01-18,SKU016,Furniture,Shelf,15.33,33217.35,0,0
2026-01-18,SKU017,Home Decor,Cabinet,15.2,128855.26,0,0
2026-01-18,SKU018,Kitchen,Rug,28.04,156334.5,0,0
2026-01-18,SKU019,Lighting,Organizer,18.15,87480.28,0,0
2026-01-18,SKU020,Storage,Sofa,15.12,58930.8,0,0
2026-01-18,SKU021,Furniture,Chair,8.75,67473.7,0,0
2026-01-18,SKU022,Home Decor,Table,11.41,52452.11,0,0
2026-01-18,SKU023,Kitchen,Cushion,16.97,24042.08,0,0
2026-01-18,SKU024,Lighting,Cookware,13.41,23720.55,0,0
2026-01-18,SKU025,Storage,Lamp,3.19,36870.05,0,0
2026-01-18,SKU026,Furniture,Shelf,23.61,258282.54,0,0
2026-01-18,SKU027,Home Decor,Cabinet,28.24,240508.78,0,0
2026-01-18,SKU028,Kitchen,Rug,5.13,17873.38,0,0
2026-01-18,SKU029,Lighting,Organizer,16.79,195476.74,0,0
2026-01-18,SKU030,Storage,Sofa,4.92,46412.87,0,0
2026-01-18,SKU031,Furniture,Chair,19.08,166299.94,0,0
2026-01-18,SKU032,Home Decor,Table,10.03,56294.28,0,0
2026-01-18,SKU033,Kitchen,Cushion,19.22,68384.76,0,0
2026-01-18,SKU034,Lighting,Cookware,20.39,30954.87,0,0
2026-01-18,SKU035,Storage,Lamp,23.02,250231.77,0,0
2026-01-18,SKU036,Furniture,Shelf,5.03,28605.61,0,0
2026-01-18,SKU037,Home Decor,Cabinet,27.2,74729.82,0,0
2026-01-18,SKU038,Kitchen,Rug,8.77,34633.61,0,0
2026-01-18,SKU039,Lighting,Organizer,3.71,26411.3,0,0
2026-01-18,SKU040,Storage,Sofa,16.19,39674.57,0,0
2026-01-18,SKU041,Furniture,Chair,11.96,123627.29,0,0
2026-01-18,SKU042,Home Decor,Table,26.31,242021.22,0,0
2026-01-18,SKU043,Kitchen,Cushion,25.36,221792.73,0,0
2026-01-18,SKU044,Lighting,Cookware,10.36,56071.22,0,0
2026-01-18,SKU045,Storage,Lamp,28.09,215640.75,0,0
2026-01-18,SKU046,Furniture,Shelf,9.42,67593.59,0,0
2026-01-18,SKU047,Home Decor,Cabinet,15.73,124868.2,0,0
2026-01-18,SKU048,Kitchen,Rug,8.44,11643.4,0,0
2026-01-18,SKU049,Lighting,Organizer,27.81,145261.92,0,0
2026-01-18,SKU050,Storage,Sofa,7.42,6549.78,0,0
2026-01-19,SKU001,Furniture,Chair,13.37,48988.35,0,0
2026-01-19,SKU002,Home Decor,Table,9.42,35849.6,0,0
2026-01-19,SKU003,Kitchen,Cushion,5.31,42895.4,0,0
2026-01-19,SKU004,Lighting,Cookware,4.48,30739.83,0,0
2026-01-19,SKU005,Storage,Lamp,16.58,157397.59,0,0
2026-01-19,SKU006,Furniture,Shelf,6.76,54796.83,0,0
2026-01-19,SKU007,Home Decor,Cabinet,23.41,119720.85,0,0
2026-01-19,SKU008,Kitchen,Rug,16.03,157777.52,0,0
2026-01-19,SKU009,Lighting,Organizer,10.55,24654.19,0,0
2026-01-19,SKU010,Storage,Sofa,16.73,11099.69,0,0
2026-01-19,SKU011,Furniture,Chair,2.9,4189.22,0,0
2026-01-19,SKU012,Home Decor,Table,23.38,205261.67,0,0
2026-01-19,SKU013,Kitchen,Cushion,12.92,74390.52,0,0
2026-01-19,SKU014,Lighting,Cookware,19.53,44347.75,0,0
2026-01-19,SKU015,Storage,Lamp,4.02,24972.72,0,0
2026-01-19,SKU016,Furniture,Shelf,13.66,29598.76,0,0
2026-01-19,SKU017,Home Decor,Cabinet,13.79,116902.24,0,0
2026-01-19,SKU018,Kitchen,Rug,23.27,129739.79,0,0
2026-01-19,SKU019,Lighting,Organizer,16.16,77888.78,0,0
2026-01-19,SKU020,Storage,Sofa,13.55,52811.67,0,0
2026-01-19,SKU021,Furniture,Chair,8.06,62152.92,0,0
2026-01-19,SKU022,Home Decor,Table,10.27,47211.5,0,0
2026-01-19,SKU023,Kitchen,Cushion,14.88,21081.09,0,0
2026-01-19,SKU024,Lighting,Cookware,11.75,20784.22,0,0
2026-01-19,SKU025,Storage,Lamp,2.9,33518.23,0,0
2026-01-19,SKU026,Furniture,Shelf,20.97,229402.15,0,0
2026-01-19,SKU027,Home Decor,Cabinet,23.63,201247.26,0,0
2026-01-19,SKU028,Kitchen,Rug,5.11,17803.7,0,0
2026-01-19,SKU029,Lighting,Organizer,15.09,175684.57,0,0
2026-01-19,SKU030,Storage,Sofa,4.57,43111.14,0,0
2026-01-19,SKU031,Furniture,Chair,17.63,153661.85,0,0
2026-01-19,SKU032,Home Decor,Table,8.58,48156.02,0,0
2026-01-19,SKU033,Kitchen,Cushion,16.71,59454.18,0,0
2026-01-19,SKU034,Lighting,Cookware,18.49,28070.41,0,0
2026-01-19,SKU035,Storage,Lamp,19.99,217295.1,0,0
2026-01-19,SKU036,Furniture,Shelf,4.68,26615.16,0,0
2026-01-19,SKU037,Home Decor,Cabinet,23.15,63602.77,0,0
2026-01-19,SKU038,Kitchen,Rug,7.81,30842.47,0,0
2026-01-19,SKU039,Lighting,Organizer,3.38,24062.05,0,0
2026-01-19,SKU040,Storage,Sofa,14.17,34724.44,0,0
2026-01-19,SKU041,Furniture,Chair,10.77,111326.58,0,0
2026-01-19,SKU042,Home Decor,Table,21.93,201730.34,0,0
2026-01-19,SKU043,Kitchen,Cushion,21.61,188996.09,0,0
2026-01-19,SKU044,Lighting,Cookware,9.29,50280.08,0,0
2026-01-19,SKU045,Storage,Lamp,23.03,176796.24,0,0
2026-01-19,SKU046,Furniture,Shelf,8.62,61853.15,0,0
2026-01-19,SKU047,Home Decor,Cabinet,13.85,109944.35,0,0
2026-01-19,SKU048,Kitchen,Rug,7.89,10884.65,0,0
2026-01-19,SKU049,Lighting,Organizer,23.29,121652.29,0,0
2026-01-19,SKU050,Storage,Sofa,6.87,6064.29,0,0
2026-01-20,SKU001,Furniture,Chair,13.33,48841.79,0,0
2026-01-20,SKU002,Home Decor,Table,9.55,36344.34,0,0
2026-01-20,SKU003,Kitchen,Cushion,5.36,43299.31,0,0
2026-01-20,SKU004,Lighting,Cookware,4.53,31082.91,0,0
2026-01-20,SKU005,Storage,Lamp,16.4,155688.81,0,0
2026-01-20,SKU006,Furniture,Shelf,6.91,56012.74,0,0
2026-01-20,SKU007,Home Decor,Cabinet,23.4,119669.71,0,0
2026-01-20,SKU008,Kitchen,Rug,15.99,157383.81,0,0
2026-01-20,SKU009,Lighting,Organizer,10.55,24654.19,0,0
2026-01-20,SKU010,Storage,Sofa,16.5,10947.09,0,0
2026-01-20,SKU011,Furniture,Chair,2.9,4189.22,0,0
2026-01-20,SKU012,Home Decor,Table,23.42,205612.85,0,0
2026-01-20,SKU013,Kitchen,Cushion,12.96,74620.83,0,0
2026-01-20,SKU014,Lighting,Cookware,19.51,44302.33,0,0
2026-01-20,SKU015,Storage,Lamp,4.02,24972.72,0,0
2026-01-20,SKU016,Furniture,Shelf,13.66,29598.76,0,0
2026-01-20,SKU017,Home Decor,Cabinet,13.79,116902.24,0,0
2026-01-20,SKU018,Kitchen,Rug,23.47,130854.87,0,0
2026-01-20,SKU019,Lighting,Organizer,16.17,77936.97,0,0
2026-01-20,SKU020,Storage,Sofa,13.55,52811.67,0,0
2026-01-20,SKU021,Furniture,Chair,8.25,63618.06,0,0
2026-01-20,SKU022,Home Decor,Table,10.33,47487.32,0,0
2026-01-20,SKU023,Kitchen,Cushion,14.88,21081.09,0,0
2026-01-20,SKU024,Lighting,Cookware,11.75,20784.22,0,0
2026-01-20,SKU025,Storage,Lamp,2.9,33518.23,0,0
2026-01-20,SKU026,Furniture,Shelf,21.0,229730.34,0,0
2026-01-20,SKU027,Home Decor,Cabinet,23.63,201247.26,0,0
2026-01-20,SKU028,Kitchen,Rug,5.16,17977.9,0,0
2026-01-20,SKU029,Lighting,Organizer,15.05,175218.87,0,0
2026-01-20,SKU030,Storage,Sofa,4.57,43111.14,0,0
2026-01-20,SKU031,Furniture,Chair,17.95,156450.94,0,0
2026-01-20,SKU032,Home Decor,Table,9.02,50625.56,0,0
2026-01-20,SKU033,Kitchen,Cushion,16.83,59881.14,0,0
2026-01-20,SKU034,Lighting,Cookware,18.49,28070.41,0,0
2026-01-20,SKU035,Storage,Lamp,19.99,217295.1,0,0
2026-01-20,SKU036,Furniture,Shelf,4.68,26615.16,0,0
2026-01-20,SKU037,Home Decor,Cabinet,22.92,62970.87,0,0
2026-01-20,SKU038,Kitchen,Rug,7.87,31079.42,0,0
2026-01-20,SKU039,Lighting,Organizer,3.43,24418.0,0,0
2026-01-20,SKU040,Storage,Sofa,14.18,34748.94,0,0
2026-01-20,SKU041,Furniture,Chair,10.71,110706.38,0,0
2026-01-20,SKU042,Home Decor,Table,22.62,208077.53,0,0
2026-01-20,SKU043,Kitchen,Cushion,21.57,188646.26,0,0
2026-01-20,SKU044,Lighting,Cookware,9.29,50280.08,0,0
2026-01-20,SKU045,Storage,Lamp,23.41,179713.42,0,0
2026-01-20,SKU046,Furniture,Shelf,8.62,61853.15,0,0
2026-01-20,SKU047,Home Decor,Cabinet,13.93,110579.4,0,0
2026-01-20,SKU048,Kitchen,Rug,7.84,10815.67,0,0
2026-01-20,SKU049,Lighting,Organizer,23.39,122174.62,0,0
2026-01-20,SKU050,Storage,Sofa,6.81,6011.32,0,0
2026-01-21,SKU001,Furniture,Chair,13.14,48145.62,0,0
2026-01-21,SKU002,Home Decor,Table,9.5,36154.06,0,0
2026-01-21,SKU003,Kitchen,Cushion,5.31,42895.4,0,0
2026-01-21,SKU004,Lighting,Cookware,4.48,30739.83,0,0
2026-01-21,SKU005,Storage,Lamp,16.05,152366.18,0,0
2026-01-21,SKU006,Furniture,Shelf,6.87,55688.49,0,0
2026-01-21,SKU007,Home Decor,Cabinet,23.73,121357.36,0,0
2026-01-21,SKU008,Kitchen,Rug,15.64,153938.89,0,0
2026-01-21,SKU009,Lighting,Organizer,10.59,24747.67,0,0
2026-01-21,SKU010,Storage,Sofa,16.28,10801.13,0,0
2026-01-21,SKU011,Furniture,Chair,2.9,4189.22,0,0
2026-01-21,SKU012,Home Decor,Table,25.09,220274.39,0,0
2026-01-21,SKU013,Kitchen,Cushion,12.59,72490.45,0,0
2026-01-21,SKU014,Lighting,Cookware,19.26,43734.64,0,0
2026-01-21,SKU015,Storage,Lamp,4.14,25718.18,0,0
2026-01-21,SKU016,Furniture,Shelf,13.6,29468.75,0,0
2026-01-21,SKU017,Home Decor,Cabinet,13.82,117156.56,0,0
2026-01-21,SKU018,Kitchen,Rug,23.68,132025.71,0,0
2026-01-21,SKU019,Lighting,Organizer,15.77,76009.03,0,0
2026-01-21,SKU020,Storage,Sofa,13.35,52032.16,0,0
2026-01-21,SKU021,Furniture,Chair,8.21,63309.61,0,0
2026-01-21,SKU022,Home Decor,Table,10.23,47027.62,0,0
2026-01-21,SKU023,Kitchen,Cushion,14.59,20670.24,0,0
2026-01-21,SKU024,Lighting,Cookware,11.7,20695.78,0,0
2026-01-21,SKU025,Storage,Lamp,2.9,33518.23,0,0
2026-01-21,SKU026,Furniture,Shelf,20.8,227542.43,0,0
2026-01-21,SKU027,Home Decor,Cabinet,24.07,204994.56,0,0
2026-01-21,SKU028,Kitchen,Rug,5.16,17977.9,0,0
2026-01-21,SKU029,Lighting,Organizer,15.23,177314.51,0,0
2026-01-21,SKU030,Storage,Sofa,4.57,43111.14,0,0
2026-01-21,SKU031,Furniture,Chair,18.05,157322.54,0,0
2026-01-21,SKU032,Home Decor,Table,9.12,51186.82,0,0
2026-01-21,SKU033,Kitchen,Cushion,16.63,59169.54,0,0
2026-01-21,SKU034,Lighting,Cookware,18.54,28146.32,0,0
2026-01-21,SKU035,Storage,Lamp,19.79,215121.06,0,0
2026-01-21,SKU036,Furniture,Shelf,4.72,26842.64,0,0
2026-01-21,SKU037,Home Decor,Cabinet,23.42,64344.58,0,0
2026-01-21,SKU038,Kitchen,Rug,7.87,31079.42,0,0
2026-01-21,SKU039,Lighting,Organizer,3.11,22139.93,0,0
2026-01-21,SKU040,Storage,Sofa,13.66,33474.65,0,0
2026-01-21,SKU041,Furniture,Chair,10.83,111946.79,0,0
2026-01-21,SKU042,Home Decor,Table,22.82,209917.3,0,0
2026-01-21,SKU043,Kitchen,Cushion,22.03,192669.31,0,0
2026-01-21,SKU044,Lighting,Cookware,9.29,50280.08,0,0
2026-01-21,SKU045,Storage,Lamp,25.06,192380.11,0,0
2026-01-21,SKU046,Furniture,Shelf,8.57,61494.38,0,0
2026-01-21,SKU047,Home Decor,Cabinet,14.32,113675.31,0,0
2026-01-21,SKU048,Kitchen,Rug,7.85,10829.47,0,0
2026-01-21,SKU049,Lighting,Organizer,24.52,128077.03,0,0
2026-01-21,SKU050,Storage,Sofa,6.76,5967.19,0,0
2026-01-22,SKU001,Furniture,Chair,13.23,48475.38,0,0
2026-01-22,SKU002,Home Decor,Table,9.59,36496.57,0,0
2026-01-22,SKU003,Kitchen,Cushion,5.31,42895.4,0,0
2026-01-22,SKU004,Lighting,Cookware,4.48,30739.83,0,0
2026-01-22,SKU005,Storage,Lamp,16.22,153980.03,0,0
2026-01-22,SKU006,Furniture,Shelf,6.76,54796.83,0,0
2026-01-22,SKU007,Home Decor,Cabinet,23.85,121971.05,0,0
2026-01-22,SKU008,Kitchen,Rug,15.77,155218.43,0,0
2026-01-22,SKU009,Lighting,Organizer,10.56,24677.56,0,0
2026-01-22,SKU010,Storage,Sofa,16.17,10728.15,0,0
2026-01-22,SKU011,Furniture,Chair,2.9,4189.22,0,0
2026-01-22,SKU012,Home Decor,Table,24.97,219220.87,0,0
2026-01-22,SKU013,Kitchen,Cushion,12.67,72951.07,0,0
2026-01-22,SKU014,Lighting,Cookware,19.35,43939.01,0,0
2026-01-22,SKU015,Storage,Lamp,4.14,25718.18,0,0
2026-01-22,SKU016,Furniture,Shelf,13.68,29642.1,0,0
2026-01-22,SKU017,Home Decor,Cabinet,13.84,117326.11,0,0
2026-01-22,SKU018,Kitchen,Rug,24.01,133865.59,0,0
2026-01-22,SKU019,Lighting,Organizer,15.85,76394.62,0,0
2026-01-22,SKU020,Storage,Sofa,13.47,52499.86,0,0
2026-01-22,SKU021,Furniture,Chair,8.2,63232.5,0,0
2026-01-22,SKU022,Home Decor,Table,10.22,46981.65,0,0
2026-01-22,SKU023,Kitchen,Cushion,14.46,20486.06,0,0
2026-01-22,SKU024,Lighting,Cookware,11.71,20713.47,0,0
2026-01-22,SKU025,Storage,Lamp,2.9,33518.23,0,0
2026-01-22,SKU026,Furniture,Shelf,20.99,229620.94,0,0
2026-01-22,SKU027,Home Decor,Cabinet,24.07,204994.56,0,0
2026-01-22,SKU028,Kitchen,Rug,5.18,18047.59,0,0
2026-01-22,SKU029,Lighting,Organizer,14.78,172075.41,0,0
2026-01-22,SKU030,Storage,Sofa,4.57,43111.14,0,0
2026-01-22,SKU031,Furniture,Chair,18.05,157322.54,0,0
2026-01-22,SKU032,Home Decor,Table,9.13,51242.95,0,0
2026-01-22,SKU033,Kitchen,Cushion,16.66,59276.28,0,0
2026-01-22,SKU034,Lighting,Cookware,18.38,27903.41,0,0
2026-01-22,SKU035,Storage,Lamp,19.9,216316.78,0,0
2026-01-22,SKU036,Furniture,Shelf,4.68,26615.16,0,0
2026-01-22,SKU037,Home Decor,Cabinet,23.13,63547.82,0,0
2026-01-22,SKU038,Kitchen,Rug,7.76,30645.02,0,0
2026-01-22,SKU039,Lighting,Organizer,3.43,24418.0,0,0
2026-01-22,SKU040,Storage,Sofa,13.68,33523.66,0,0
2026-01-22,SKU041,Furniture,Chair,10.76,111223.21,0,0
2026-01-22,SKU042,Home Decor,Table,22.62,208077.53,0,0
2026-01-22,SKU043,Kitchen,Cushion,22.21,194243.55,0,0
2026-01-22,SKU044,Lighting,Cookware,9.38,50767.19,0,0
2026-01-22,SKU045,Storage,Lamp,24.95,191535.66,0,0
2026-01-22,SKU046,Furniture,Shelf,8.6,61709.64,0,0
2026-01-22,SKU047,Home Decor,Cabinet,13.84,109864.96,0,0
2026-01-22,SKU048,Kitchen,Rug,7.84,10815.67,0,0
2026-01-22,SKU049,Lighting,Organizer,24.52,128077.03,0,0
2026-01-22,SKU050,Storage,Sofa,6.81,6011.32,0,0
2026-01-23,SKU001,Furniture,Chair,13.26,48585.3,0,0
2026-01-23,SKU002,Home Decor,Table,9.76,37143.53,0,0
2026-01-23,SKU003,Kitchen,Cushion,5.37,43380.1,0,0
2026-01-23,SKU004,Lighting,Cookware,4.49,30808.45,0,0
2026-01-23,SKU005,Storage,Lamp,16.1,152840.84,0,0
2026-01-23,SKU006,Furniture,Shelf,6.87,55688.49,0,0
2026-01-23,SKU007,Home Decor,Cabinet,23.83,121868.76,0,0
2026-01-23,SKU008,Kitchen,Rug,15.8,155513.71,0,0
2026-01-23,SKU009,Lighting,Organizer,10.55,24654.19,0,0
2026-01-23,SKU010,Storage,Sofa,16.31,10821.03,0,0
2026-01-23,SKU011,Furniture,Chair,2.91,4203.67,0,0
2026-01-23,SKU012,Home Decor,Table,25.3,222118.06,0,0
2026-01-23,SKU013,Kitchen,Cushion,12.71,73181.38,0,0
2026-01-23,SKU014,Lighting,Cookware,19.36,43961.72,0,0
2026-01-23,SKU015,Storage,Lamp,4.2,26090.9,0,0
2026-01-23,SKU016,Furniture,Shelf,13.67,29620.43,0,0
2026-01-23,SKU017,Home Decor,Cabinet,13.83,117241.34,0,0
2026-01-23,SKU018,Kitchen,Rug,24.01,133865.59,0,0
2026-01-23,SKU019,Lighting,Organizer,15.87,76491.02,0,0
2026-01-23,SKU020,Storage,Sofa,13.51,52655.77,0,0
2026-01-23,SKU021,Furniture,Chair,8.34,64312.08,0,0
2026-01-23,SKU022,Home Decor,Table,10.26,47165.53,0,0
2026-01-23,SKU023,Kitchen,Cushion,14.66,20769.41,0,0
2026-01-23,SKU024,Lighting,Cookware,11.7,20695.78,0,0
2026-01-23,SKU025,Storage,Lamp,2.91,33633.81,0,0
2026-01-23,SKU026,Furniture,Shelf,21.38,233887.37,0,0
2026-01-23,SKU027,Home Decor,Cabinet,24.07,204994.56,0,0
2026-01-23,SKU028,Kitchen,Rug,5.12,17838.54,0,0
2026-01-23,SKU029,Lighting,Organizer,15.29,178013.06,0,0
2026-01-23,SKU030,Storage,Sofa,4.91,46318.53,0,0
2026-01-23,SKU031,Furniture,Chair,18.05,157322.54,0,0
2026-01-23,SKU032,Home Decor,Table,9.14,51299.07,0,0
2026-01-23,SKU033,Kitchen,Cushion,16.66,59276.28,0,0
2026-01-23,SKU034,Lighting,Cookware,18.38,27903.41,0,0
2026-01-23,SKU035,Storage,Lamp,19.9,216316.78,0,0
2026-01-23,SKU036,Furniture,Shelf,5.09,28946.83,0,0
2026-01-23,SKU037,Home Decor,Cabinet,23.13,63547.82,0,0
2026-01-23,SKU038,Kitchen,Rug,7.83,30921.45,0,0
2026-01-23,SKU039,Lighting,Organizer,3.12,22211.12,0,0
2026-01-23,SKU040,Storage,Sofa,13.76,33719.71,0,0
2026-01-23,SKU041,Furniture,Chair,10.75,111119.85,0,0
2026-01-23,SKU042,Home Decor,Table,22.62,208077.53,0,0
2026-01-23,SKU043,Kitchen,Cushion,22.26,194680.84,0,0
2026-01-23,SKU044,Lighting,Cookware,9.37,50713.06,0,0
2026-01-23,SKU045,Storage,Lamp,25.49,195681.12,0,0
2026-01-23,SKU046,Furniture,Shelf,8.64,61996.67,0,0
2026-01-23,SKU047,Home Decor,Cabinet,14.1,111928.9,0,0
2026-01-23,SKU048,Kitchen,Rug,7.88,10870.85,0,0
2026-01-23,SKU049,Lighting,Organizer,24.52,128077.03,0,0
2026-01-23,SKU050,Storage,Sofa,6.8,6002.5,0,0
2026-01-24,SKU001,Furniture,Chair,14.86,54447.78,0,0
2026-01-24,SKU002,Home Decor,Table,10.79,41063.4,0,0
2026-01-24,SKU003,Kitchen,Cushion,5.71,46126.69,0,0
2026-01-24,SKU004,Lighting,Cookware,4.83,33141.38,0,0
2026-01-24,SKU005,Storage,Lamp,18.03,171162.76,0,0
2026-01-24,SKU006,Furniture,Shelf,7.39,59903.64,0,0
2026-01-24,SKU007,Home Decor,Cabinet,27.99,143143.38,0,0
2026-01-24,SKU008,Kitchen,Rug,17.86,175789.55,0,0
2026-01-24,SKU009,Lighting,Organizer,11.74,27435.09,0,0
2026-01-24,SKU010,Storage,Sofa,18.29,12134.68,0,0
2026-01-24,SKU011,Furniture,Chair,3.19,4608.15,0,0
2026-01-24,SKU012,Home Decor,Table,28.45,249773.08,0,0
2026-01-24,SKU013,Kitchen,Cushion,14.59,84006.01,0,0
2026-01-24,SKU014,Lighting,Cookware,22.0,49956.5,0,0
2026-01-24,SKU015,Storage,Lamp,4.41,27395.45,0,0
2026-01-24,SKU016,Furniture,Shelf,15.26,33065.67,0,0
2026-01-24,SKU017,Home Decor,Cabinet,15.33,129957.32,0,0
2026-01-24,SKU018,Kitchen,Rug,28.19,157170.81,0,0
2026-01-24,SKU019,Lighting,Organizer,17.78,85696.93,0,0
2026-01-24,SKU020,Storage,Sofa,14.76,57527.69,0,0
2026-01-24,SKU021,Furniture,Chair,9.18,70789.55,0,0
2026-01-24,SKU022,Home Decor,Table,11.41,52452.11,0,0
2026-01-24,SKU023,Kitchen,Cushion,16.52,23404.54,0,0
2026-01-24,SKU024,Lighting,Cookware,13.29,23508.28,0,0
2026-01-24,SKU025,Storage,Lamp,3.19,36870.05,0,0
2026-01-24,SKU026,Furniture,Shelf,25.27,276442.18,0,0
2026-01-24,SKU027,Home Decor,Cabinet,28.35,241445.61,0,0
2026-01-24,SKU028,Kitchen,Rug,5.51,19197.34,0,0
2026-01-24,SKU029,Lighting,Organizer,16.92,196990.25,0,0
2026-01-24,SKU030,Storage,Sofa,5.35,50469.28,0,0
2026-01-24,SKU031,Furniture,Chair,19.14,166822.9,0,0
2026-01-24,SKU032,Home Decor,Table,10.27,57641.3,0,0
2026-01-24,SKU033,Kitchen,Cushion,18.59,66143.22,0,0
2026-01-24,SKU034,Lighting,Cookware,21.02,31911.3,0,0
2026-01-24,SKU035,Storage,Lamp,22.98,249796.97,0,0
2026-01-24,SKU036,Furniture,Shelf,5.03,28605.61,0,0
2026-01-24,SKU037,Home Decor,Cabinet,27.41,75306.78,0,0
2026-01-24,SKU038,Kitchen,Rug,8.73,34475.64,0,0
2026-01-24,SKU039,Lighting,Organizer,3.35,23848.48,0,0
2026-01-24,SKU040,Storage,Sofa,15.83,38792.36,0,0
2026-01-24,SKU041,Furniture,Chair,11.84,122386.88,0,0
2026-01-24,SKU042,Home Decor,Table,26.46,243401.04,0,0
2026-01-24,SKU043,Kitchen,Cushion,27.03,236398.16,0,0
2026-01-24,SKU044,Lighting,Cookware,10.36,56071.22,0,0
2026-01-24,SKU045,Storage,Lamp,28.76,220784.19,0,0
2026-01-24,SKU046,Furniture,Shelf,9.42,67593.59,0,0
